name,raw_review,date
Claus Canddie,"Estou alterando minha nota para notificar que o leitor de código de barras não abre. Ao selecionar a opção a interface de leitura não é exibida, mesmo após reiniciar o aplicativo ou pressionar diversas vezes. Por favor arrumem",20 de dezembro de 2019
Evelyn Barbosa Araújo,"a versão antiga era melhor, nunca tive problemas. Hoje fui fazer um doc e pedia para escolher o tipo de conta, mas só dava a opção de conta corrente e nao aparecia poupança",19 de janeiro de 2020
Júnior Cascatinha,"pra mim funciona perfeitamente. Só que tem funções que não consegui achar, tipo: coloquei uma data errada num pagamento de gps, e onde era pra cancelar ficava dando erro! Tive que recorrer a gerente da conta no chat e ela cancelou na hora... ufa! foi um alívio.",19 de dezembro de 2019
Tgo infa,Quando Clico para abrir ele trava meu celular e tenho que reiniciar.. desinstalar o aplicativo e instalar de novo daí uso 1 vez e acontece a mesma coisa... Ainda não tive nenhum contato com os administradores do app...,7 de janeiro de 2020
Edson Anselmo,"O aplicativo de vcs é péssimo,contrai empréstimo pelo aplicativo o mesmo disponibilizava soluções para resolver a pendência pelo próprio aplicativo,hoje em dia nem pelo aplicativo e as vezes nem indo na própria agência,na agência fui um dia ainda ñ estava liberado para negociação e depois outro dia esava liberado mais o valor da divida de aproximadamente 5.000,00 a parcela mais baixa de negociação era de 52de479,00 pulou para quase 23.000,00 além de ser extremamente abusivo!eu ia dar zero",10 de dezembro de 2019
LuanDR,"Não tenho notificação caso a fatura do meu cartão vencer, não tenho mais notificação quando o suporte (que mais atrapalha que ajuda) responde as mensagens. Não avisam na fatura atual as faturas anteriores vencidas cobradas junto, e ao pagar as vencidas continua mostrando como atrasadas. Consumam mais os bancos digitais. Lá eu recebo 4 notificações por fatura, e cada transação no cartão eu recebo notificação. No BB nem o chat atendimento presta, corta a mensagem vc tem que reenviar o restante.",11 de dezembro de 2019
ismenia martins,"Muito ruim site e app, se necessário reinstalar não conseguimos autorizar novamente mesmo aderindo ao BB code onde o mesmo fica validado para transações porem para liberar app só dá mensagem que tem de aderir ao BB code como se o mesmo não estivesse ativo, muito ruim o usuário fica de tonto aderindo e bloqueando o BB code e nunca dá certo.",14 de dezembro de 2019
Wanderson Cominotti,"O Banco é ótimo, contudo os canais de atendimento são muito burocráticos. Deveria ser tão simples como por exemplo, no banco Itaú. No BB mesmo habilitando no terminal do BB ainda assim não tenho acesso à algumas funcionalidades.. aí tenho que obter uma senha definitiva e msmo assim ainda nao consigo ser um usuário autorizado do meu próprio aplicativo e nem no pc. Além da demora para sermos atendidos nas agencias e no atendimento telefonico. Se melhorem, quem sabe eu dou 5 estrelas.",20 de dezembro de 2019
nane lima,"Sempre me atendeu mto bem, gosto da possibilidade de resolver tudo na palma de minha mão, só não estou conseguindo investir devido a uma dívida q já tentei pagar varias vezes ... Mas gosto mto de ser cliente desse banco",3 de janeiro de 2020
Ap Renata,"Não consigo fazer nada por esse aplicativo. Fica aparecendo que não tenho cartão. Não e possível trocar e-mail, visualizar fatura nada. Só atrapalha, não consigo resolver coisa simples nem pelo site tbm pq aparece o aplicativo. Horrível!!!!",25 de dezembro de 2019
Vinícius Monteiro Silva,"Permite acesso por digital, contém informações com tendências e lançamentos futuros que auxiliam na administração. Não contém notificações, esse recurso pode ser ativado por mensagens na agência. Muito bom!",26 de dezembro de 2019
Luna Zen - Tarot & Expansão,"Faço o login e a única mensagem que mostra posteriormente é ""Conta já existente"" e não aparece nenhum ícone para navegação... Que minha conta já existe eu sei, estou precisando ter acesso à ela!!",30 de dezembro de 2019
Sergio Bovo Barboza,"Lamentável o BB. Fiz todas as liberações, ajustei limites etc, enfim bastante trabalho e na hora de uma transação de transferência que faço sempre, não funciona! Vcs são ridiculamente incompetentes!!!!",2 de janeiro de 2020
Gabriel Furtado,Não consigo usar a função leitor de código de barras pois o app apresenta erro ao tentar abrir a câmera do dispositivo.,26 de janeiro de 2020
Renan Nate de Souza,"Ótimo! Não é mais preciso ir ate um caixa eletronico para liberar um celular/tablet. É pratico, facil, ágil. Proteção por digital dependendo do aparelho.",7 de janeiro de 2020
Rodrigues Maria,"Acabei de instala-lo, ainda estou aprendendo a usá-lo, mandei as fotos da documentação que me foi pedido, por enquanto dou 3 estrelas ao finalizar a abertura voltarei com a minha opinião final. 😘",18 de janeiro de 2020
Vanessa Santos Faria,Aplicativo completo que atende a todas as minhas expectativas e traz praticidade a comunicação com o Banco,23 de janeiro de 2020
Junior Eduardo,App do BB ocupa 174Mb. Da caixa apenas 15Mb. Alguns recursos gráficos poderiam ser opcionais.,25 de janeiro de 2020
Rosemery Batista da Silva,"Satisfatorio, consigo fazer os meus pagamentos de maneira facil e rapido.",27 de janeiro de 2020
Adriano Azevedo,"Nubank é bem melhor, esse aplicativo do BB é horrivel, cheio de taxas escondidas, pouco intuitivo e da erro sempre, parece que fazem dê tudo para dificultar a vida do cliente. Baixem o Nubank.",31 de dezembro de 2019
Nah M,"Não consigo mais acessar minha conta. Eu vou a agência, cadastro uma senha e qd coloco no app diz q a senha está errada. Já refiz o cadastro de senha várias vezes e mesmo assim não consigo Pedi ajuda ao caixa e ele TB não soube resolver, disse q é problema no app. Já desinstalei e reinstalei e nada. Se não conseguir acessar o app, vou trocar de banco pois essa ferramenta é fundamental pra mim.",16 de dezembro de 2019
Natália Fabris,"O leitor do código para habilitar o celular na conta simplesmente não funciona, a câmera pega a imagem toda distorcida. Fui em uma agência, um funcionário me informou que é problema do aplicativo e estava acontecendo direto isso.",19 de dezembro de 2019
Lidi Dutra,"Nossa não consigo acessar os app's pois tenho só o cartão oucard facil , em nenhum dos aplicativo do BB , os atendentes transferem a ligação e cai todas as vezes ! Ta complicado... No banco não sabem me auxiliar , dizem que nunca cadastraram antes pra cartao de credito ourocard facil... Isso até parece piada.",19 de dezembro de 2019
Marcelo Pimenta,"Primeira vez que fiz o depósito online, dinheiro cai na conta na hora. Satisfeito, não precisa de e esperar por algumas horas ou outro dia caso seja num fim de semana.",4 de janeiro de 2020
GILBERTO FERNANDO,Fácil menu e informações de acesso rápido. Sugiro que as limitações do usuário também fossem visíveis de forma rápida antes de se tentar uma transação que venha informar a impossibilidade de cada cliente.,28 de dezembro de 2019
Eliel Fernandes,A eu simplesmente amei esse aplicativo porq facilita muito minha vida .de ter quer ir no banco pra ver meu saldo enfrentar uma fila gigante pra fazer um empréstimo um saque .então eu amei.,8 de janeiro de 2020
Giovana Bruna,"Recomendo demais, otimo atendimento dentro da agência, facilidade em todas as funções do app e é claro varias opções de cartões de crédito .",11 de janeiro de 2020
Mateus Gabe,"Depois da última atualização o aplicativo ficou horrível! Está lento, trava, não lê mais os códigos de barras... lamentável!",8 de janeiro de 2020
Gutemberg Felipe,"É ótimo, mas poderia ser melhor. Acho que o controle de gastos é muito confuso",10 de janeiro de 2020
sirlei Colisse,Com esse aplicativo ficou mais fácil de eu controlar meus gastos.,22 de janeiro de 2020
Taís Oliveira,"O aplicativo está dando erro, não consigo ver fatura e nem limite do meu cartão Petrobrás! Péssimo app",26 de janeiro de 2020
Gilberto Quadros,Esse APP me informa a minha real situação financeira sempre devedor no final do mês. Cliente desde 1974. Empréstimo não resolve quando as despesas são constantes e sempre reajustadas.,4 de janeiro de 2020
Ribamar André André Sousa,"Esse aplicativo do BB é muito útil, porque deixa as pessoas informadas de todas as ocorrências de contas bancárias! É um meio mais fácil de informações para o consumidor",14 de janeiro de 2020
Ana Claudia Escala,Acho que deveria fazer pedido de aumento de limite do cartão de crédito pelo app,12 de janeiro de 2020
João Batista,Aplicativo que possibilita realizar pagamentos; transferências; compras e acompanhar meu extrato sem enfrentar filas. À tecnologia usada para facilitar a vida difícil que o ser humano tem que viver todos os dias.,23 de dezembro de 2019
Ewerton Cristelli,"Um aplicativo que seria para evitar das pessoas irem até o banco físico , ainda insistem em solicitar ações no autoatendimento o tempo todo. Não é atoa que o Nubank está crescendo tanto. A palavra que define vocês: ATRASADOS",25 de dezembro de 2019
Reginaldo Costa,"Então. Sei que o BBCODE é pra segurança do cliente, porém, toda atualização do app, tenho que ir a uma agência pra capturar o código, porque não consigo pelo celular ou através do PC. E isso é muito chato.",4 de janeiro de 2020
Emerson Santos,"Super fácil de usar, poderia incluir uma pré aprovação na simulação para empréstimos , para poder o cliente ir somente até o banco para finalizar contrato",8 de janeiro de 2020
Anderson Santos,"Bom dia!! Aplicativo bom, porém as transferências já realizadas poderiam ficar salvas.",21 de janeiro de 2020
Carlos Babo,"O BBCOD não está funcionando, tentei ativar novamente no caixa eletrônico, mas não lê o código.",23 de janeiro de 2020
Matheus Rodrigues,Muito fácil e intuitivo. O melhor de todos os apps de bancos.,24 de janeiro de 2020
alexandre monteiro,"Ótimo Banco e ótimo aplicativo, fácil de usar.",24 de janeiro de 2020
richardson cantanhede costa,"Muito útil, diminuindo significativamente a necessidade de ir ao banco.",27 de janeiro de 2020
Carlos Castanha,"Tem tudo que preciso. Talvez se incluíssem pagamento de impostos tipo IPVA, seria ótimo.",27 de janeiro de 2020
Um usuário do Google,"O novo app, está mais completo. Muito bom, porém devem melhorar o atendimento por chat. Pessoas contratadas, sem empatia, demoram para atender, sem experiência e nunca, NUNCA te dão uma solução. Tiraram as atendentes das agências para colocar esse péssimo atendimento, fora dos padrões do BB. Que resolvam isso ou ninguém da administração do banco, ligou para esse chat que não serve pra nada? At. 1..10.11.12.13.14.",17 de janeiro de 2020
antonio santos,Ótimo aplicativo.. E o fato de poder retirar senha para antendimento direto no app é ótimo.,22 de janeiro de 2020
Neuza. Sena.,"O aplicativo deixa a desejar o anterior era bem melhor,continuo desapontada com o sistema que me negam qualquer tipo de ajuda Bancária.✍ Renata (atendente me prejudicou colocou no sistema palavras que eu não disse,ou mencionei ao contrário para mim é interessante às oportunidades que o Banco nós oferece. Isso eu chamo de CONSTRANGIMENTO, humilhação já fui várias vezes na minha agência nunca fui bem recebida,abro o APP do BANCO no meu celular continua o mesmo constrangimento.Eu.p urg de cem mil",23 de dezembro de 2019
Solange Braga,Excelente aplicativo. Fácil de usar e manusear. Recomendo,25 de janeiro de 2020
Sandro Castilho,Muito bom foi o único que consegui fazer pagamentos com o código de barras impresso em casa sem ter de digitar os números,12 de janeiro de 2020
Ricardo Capasciuti Barbosa,"Tem coisa estranha, quando vou pagar as taxas do Detran eu digito o RENAVAM e o app mostra os dados do meu carro, quando vou fazer o pagamento ele mostra os dados de outro veículo e o nome de outro proprietário. Tem coisa errada aí!!",8 de janeiro de 2020
Joao Batista,Muito bom prático e nós deixa seguro para controlar nossos gastos sempre que tivermos dúvida!!,20 de janeiro de 2020
patricia mariscal,"Desde sábado estou com problemas no App, primeiro nao estava reconhecendo minha digital e nao aceitava a senha, reinstale o Aplicativo e agora nao consigo liberar o dispositivo estou no exterior ja mandei a carta que foi solicitada, estou aguardando a resposta pois preciso do aplicativo para fazer meus pagamentos essa semana.",10 de dezembro de 2019
marco aurelio rodrigues silva aurelio,"Brincadeira desse banco do Brasil,fiz todos os procedimentos, coloco meu número de celular, e tô des de ontem pra receber o sms pra continuar a abertura da conta corrente, e não recebo o sms,brincadeira banco do Brasil nota 0 pra vocês,já tô desistindo de abrir uma conta corrente com vocês.",12 de dezembro de 2019
